,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
0,0,44,500 dias juntos,(500) Days of Summer,"['Comedia', 'Drama', 'Romance']",['Marc Webb'],"['date', 'jealousy', 'fight', 'architect', 'gallery', 'interview', 'sister', 'love', 'friends', 'fate', 'los angeles', 'summer', 'year', 'heartache']","['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Chloë Grace Moretz', 'Geoffrey Arend', 'Matthew Gray Gubler']",31
7,7,761,12 trampas,12 Rounds,"['Acción', 'Suspense', 'Crimen']",['Renny Harlin'],"['police', 'cops', 'cat and mouse', 'family', 'revenge drama']","['John Cena', 'Aidan Gillen', 'Ashley Scott', 'Steve Harris', 'Brian J. White']",32
8,8,763,12 balas,12 Rounds 3: Lockdown,"['Acción', 'Suspense', 'Crimen']",['Stephen Reynolds'],"['cat and mouse', 'family', 'revenge drama']","['Jonathan Good', 'Roger Cross', 'Daniel Cudmore', 'Lochlyn Munro', 'Ty Olsson']",32
9,9,768,12 años de esclavitud,12 Years a Slave,"['Drama', 'Historia']",['Steve McQueen'],"['slavery', 'violin player', 'physical abuse', 'black slave', 'american history', 'slave owner', '19th century', 'sold into slavery', 'abolitionist', 'abuse of power']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano']",21
10,10,777,127 horas,127 Hours,"['Aventura', 'Drama', 'Suspense']",['Danny Boyle'],"['mountain', 'despair', 'adventure', 'utah', 'alone', 'canyon', 'climbing', 'based on a true story', 'rescue', 'survival', 'escape', 'true', 'trapped', 'boulder', 'adventurer', 'flashback', 'climber', 'isolated', 'hikers', 'very little dialogue']","['James Franco', 'Kate Mara', 'Amber Tamblyn', 'Clémence Poésy', 'Lizzy Caplan']",33
11,11,841,16 calles,16 Blocks,"['Acción', 'Aventura', 'Crimen', 'Suspense']",['Richard Donner'],"['mission of murder', 'male bonding', 'doing the right thing', 'people change']","['Bruce Willis', 'Yasiin Bey', 'David Morse', 'Jenna Stern', 'David Zayas']",44
14,14,1183,2 Fast 2 Furious: A todo gas 2,2 Fast 2 Furious,"['Acción', 'Crimen', 'Suspense']",['John Singleton'],"['miami', 'car race', 'sports car', 'los angeles', 'car', 'automobile racing']","['Paul Walker', 'Tyrese Gibson', 'Eva Mendes', 'Cole Hauser', 'Ludacris']",32
18,18,1453,Noche de marcha,21 & Over,['Comedia'],"['Scott Moore', 'Jon Lucas']","['alcohol', 'birthday', 'party', 'friends', 'debauchery']","['Miles Teller', 'Skylar Astin', 'Justin Chon', 'Sarah Wright', 'Jonathan Keltz']",11
20,20,1558,3 Day Test,3 Day Test,"['Familia', 'Comedia']",[],['christmas'],[],22
54,54,4893,Todo o nada,All or Nothing,"['Comedia', 'Drama']",['Mike Leigh'],"['taxi driver', 'working class', 'nursing home']","['James Corden', 'Timothy Spall', 'Ruth Sheen', 'Lesley Manville', 'Sally Hawkins']",20
55,55,5023,Y entonces llegó ella,Along Came Polly,"['Comedia', 'Romance']",['John Hamburg'],"['beach', 'honeymoon', 'bride', 'chance', 'risk', 'relation', 'long island', 'romantic comedy', 'scuba diving', 'unfaithfulness', 'los angeles', 'art gallery', 'dance class', 'opposites attract', 'caribbean', 'commitment', 'dance club', 'neurotic', 'bagpipes', 'chance encounter', 'insurance risk manager']","['Ben Stiller', 'Jennifer Aniston', 'Philip Seymour Hoffman', 'Debra Messing', 'Alec Baldwin']",22
58,58,5038,Alpha Dog,Alpha Dog,"['Crimen', 'Drama']",['Nick Cassavetes'],"['sex', 'kidnapping', 'hostage drama', 'swimming pool', 'drugs']","['Bruce Willis', 'Matthew Barry', 'Emile Hirsch', 'Justin Timberlake', 'Fernando Vargas']",19
59,59,5096,Alvin y las ardillas: Fiesta sobre ruedas,Alvin and the Chipmunks: The Road Chip,"['Aventura', 'Animación', 'Comedia', 'Familia']",['Walt Becker'],"['adventure', 'chipmunk', 'cgi', 'anthropomorphism', 'aftercreditsstinger', 'duringcreditsstinger']","['Jason Lee', 'Justin Long', 'Bella Thorne', 'Matthew Gray Gubler', 'Jesse McCartney']",47
60,60,5097,Alvin y las ardillas 2,Alvin and the Chipmunks: The Squeakquel,"['Comedia', 'Familia', 'Animación', 'Fantasía', 'Música']",['Betty Thomas'],"['chipmunk', 'cgi', 'based on tv series', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']","['Zachary Levi', 'David Cross', 'Jason Lee', 'Justin Long', 'Matthew Gray Gubler']",57
63,63,5303,Amén.,Amen.,"['Drama', 'Historia']",['Costa-Gavras'],"['vatican', 'pope', 'concentration camp', 'holocaust', 'schutzstaffel', 'nazi', 'nazi germany', 'doctor', 'conscience', 'catholicism', 'euthanasia']","['Ulrich Tukur', 'Mathieu Kassovitz', 'Ulrich Mühe', 'Michel Duchaussoy', 'Marcel Iureș']",21
64,64,5353,American Beauty,American Beauty,['Drama'],['Sam Mendes'],"['adultery', 'movie business', 'parent child relationship', 'midlife crisis', 'coming out', 'first time', 'camcorder', 'virgin', 'estate agent', 'cheerleader', 'rose', 'satire', 'loneliness', 'dark comedy', 'suburbia', 'coming of age', 'marijuana', 'exercise', 'extramarital affair', 'quitting a job', 'bittersweet', 'retired army man', 'affair', 'closeted homosexual']","['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley', 'Mena Suvari']",9
65,65,5374,American Gigolo,American Gigolo,"['Crimen', 'Drama', 'Romance', 'Suspense']",['Paul Schrader'],"['detective', 'suspicion of murder', 'gigolo', 'callboy', 'murder', 'cheating wife', 'los angeles']","['Richard Gere', 'Lauren Hutton', 'Héctor Elizondo', 'K Callan', 'Carole Cook']",42
75,75,6218,Anna Karenina,Anna Karenina,"['Drama', 'Romance']",['Joe Wright'],"['based on novel or book', 'st. petersburg russia', 'death', 'high society', 'imperial russia', '19th century']","['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson', 'Kelly Macdonald', 'Matthew Macfadyen']",20
106,106,8529,Battleship,Battleship,"['Suspense', 'Acción', 'Aventura', 'Ciencia ficción']",['Peter Berg'],"['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']","['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna', 'Brooklyn Decker', 'Tadanobu Asano']",53
107,107,8623,Beavis y Butt-Head recorren America,Beavis and Butt-Head Do America,"['Animación', 'Comedia']",['Mike Judge'],"['washington d.c.', 'casino', 'hotel', 'sun', 'television', 'sperm', 'based on tv series', 'las vegas', 'swat team', 'adult animation', 'road movie']","['Mike Judge', 'Bruce Willis', 'Demi Moore', 'Robert Stack', 'Richard Linklater']",24
108,108,8672,Más allá de los sueños,Bedtime Stories,"['Fantasía', 'Comedia', 'Familia', 'Romance']",['Adam Shankman'],"['wishes come true', 'escapade', 'disorder', 'imaginary', 'miraculous event', 'imaginary kingdom', 'life turned upside down', 'nothing goes right']","['Adam Sandler', 'Keri Russell', 'Guy Pearce', 'Courteney Cox', 'Lucy Lawless']",45
109,109,8941,Berberian Sound Studio,Berberian Sound Studio,"['Terror', 'Drama', 'Suspense']",['Peter Strickland'],"['italy', 'movie business', '1970s', 'sound production']","['Toby Jones', 'Tonia Sotiropoulou', 'Susanna Capellaro', 'Cosimo Fusco', 'Hilda Péter']",31
110,110,9074,La fórmula de la felicidad,Better Living Through Chemistry,"['Drama', 'Comedia']","['Geoff Moore', 'David Posamentier']","['pharmacist', 'dark comedy', 'trophy wife']","['Olivia Wilde', 'Michelle Monaghan', 'Sam Rockwell', 'Ray Liotta', 'Jane Fonda']",20
112,112,9105,Beware the Gonzo,Beware the Gonzo,['Comedia'],['Bryan Goluboff'],"['rape', 'journalist', 'misfit', 'coming of age', 'loss of virginity', 'threesome', 'teenage sexuality', 'school newspaper']","['Zoë Kravitz', 'Ezra Miller', 'Ming-Na Wen', 'Campbell Scott', 'Amy Sedaris']",11
113,113,9164,Cruce de destinos,Bhowani Junction,"['Drama', 'Aventura', 'Romance']",['George Cukor'],"['based on novel or book', 'train', 'india', 'british raj']","['Ava Gardner', 'Stewart Granger', 'Bill Travers', 'Abraham Sofaer', 'Francis Matthews']",32
114,114,9239,Big Eyes,Big Eyes,['Drama'],[],[],[],9
163,163,14048,Confesiones de una compradora compulsiva,Confessions of a Shopaholic,"['Comedia', 'Romance']",['P.J. Hogan'],"['new york', 'based on novel or book', 'shop', 'department store', 'shopping mall', 'addiction', 'liar', 'romantic comedy', 'financial journalist', 'duringcreditsstinger']","['Isla Fisher', 'Hugh Dancy', 'Krysten Ritter', 'Joan Cusack', 'John Goodman']",22
164,164,14163,Contraband,Contraband,"['Suspense', 'Acción', 'Drama', 'Crimen']",['Baltasar Kormákur'],"['head wound', 'criminal', 'security guard', 'contraband']","['Mark Wahlberg', 'Kate Beckinsale', 'Ben Foster', 'Giovanni Ribisi', 'J.K. Simmons']",41
165,165,14265,Los mundos de Coraline,Coraline,"['Animación', 'Familia']",['Henry Selick'],"['dream', 'eye', 'stop motion', 'stuffed animal', 'parallel world', 'button', 'new home', 'secret door', 'aftercreditsstinger', 'duringcreditsstinger', '3d']","['Dakota Fanning', 'Teri Hatcher', 'Jennifer Saunders', 'Dawn French', 'Keith David']",24
166,166,14269,Corazón de león,Corazón de León,"['Comedia', 'Romance', 'Drama']",['Marcos Carnevale'],[],"['Julieta Díaz', 'Guillermo Francella', 'Jorgelina Aruzzi', 'Nicolás Francella', 'Mauricio Dayub']",31
168,168,14549,Creepshow,Creepshow,"['Terror', 'Comedia', 'Fantasía']",['George A. Romero'],"['monster', 'halloween', 'meteor', 'buried alive', 'cockroach', 'anthology', 'based on comic', 'gore', 'animated sequence', 'zombie', 'living dead', 'horror anthology']","['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver', 'Leslie Nielsen', 'Carrie Nye']",33
177,177,15005,Jorge el curioso,Curious George,"['Aventura', 'Animación', 'Comedia', 'Familia']","[""Matthew O'Callaghan""]","['museum', 'product placement', 'balloon', 'jungle', 'monkey', 'family', 'prediction', 'cargo ship', 'curiosity']","['Will Ferrell', 'Drew Barrymore', 'David Cross', 'Eugene Levy', 'Dick Van Dyke']",47
179,179,15015,La maldición de Chucky,Curse of Chucky,"['Terror', 'Suspense']",['Don Mancini'],"['wheelchair', 'horror', 'killer doll', 'escape', 'doll', 'toy comes to life', 'chucky']","['Brad Dourif', 'Brennan Elliott', 'A Martinez', 'Danielle Bisutti', 'Fiona Dourif']",22
207,207,16835,La historia interminable,The Neverending Story,"['Drama', 'Familia', 'Fantasía', 'Aventura', 'Ciencia ficción']",['Wolfgang Petersen'],"['based on novel or book', 'fictional place', 'wolf', 'mythology', 'magic', 'horse', 'book', 'fairy tale', 'bully', 'school', 'anthropomorphism', 'reading', 'book store', 'fantasy world', 'giant', 'gnome', 'quest', 'based on young adult novel']","['Barret Oliver', 'Gerald McRaney', 'Noah Hathaway', 'Drum Garrett', 'Darryl Cooksey']",63
208,208,16837,Las hermanas vampiresas,Die Vampirschwestern,"['Familia', 'Fantasía']",['Wolfgang Groos'],"['vampire', 'transalvania']","['Marta Martin', 'Stipe Erceg', 'Laura Roge', 'Jamie Bick', 'Christiane Paul']",23
209,209,16968,Dirty Dancing,Dirty Dancing,"['Drama', 'Música', 'Romance']",['Emile Ardolino'],"['dancing', 'sibling relationship', 'sex', 'hotel', 'robbery', 'dancing master', 'mambo', 'dance performance', 'daughter', 'summer camp', 'secret love', 'teenage crush', 'doctor', 'class differences', 'youth', 'family holiday', 'sensuality', 'unwanted pregnancy', 'summer romance', 'abortion', 'catskill resort']","['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston']",30
210,210,17074,Disturbia,Disturbia,"['Suspense', 'Drama', 'Misterio']",['D.J. Caruso'],"['kidnapping', 'young people']","['Shia LaBeouf', 'Sarah Roemer', 'Carrie-Anne Moss', 'David Morse', 'Aaron Yoo']",33
211,211,17232,Una joya de perro,Dog Gone,"['Comedia', 'Familia']",['Mark Stouffer'],"['caper', 'dog']","['Luke Benward', 'French Stewart', 'Kelly Perine', 'Kevin Farley', 'Brittany Curran']",22
212,212,17286,La gran aventura de Winter el delfín,Dolphin Tale,"['Drama', 'Familia']",['Charles Martin Smith'],"['dolphin', 'boy', 'trap', 'summer', 'tail']","['Morgan Freeman', 'Ashley Judd', 'Harry Connick Jr.', 'Nathan Gamble', 'Kris Kristofferson']",20
213,213,17428,Donnie Darko,Donnie Darko,"['Fantasía', 'Drama', 'Misterio']",['Richard Kelly'],"['parent child relationship', 'airplane', 'time travel', 'school presentation', 'loss', 'school performance', 'suburbia', 'vision', 'morality', 'psychological thriller', 'teenager', 'cult film', '1980s']","['Jake Gyllenhaal', 'Jena Malone', 'Patrick Swayze', 'Maggie Gyllenhaal', 'Drew Barrymore']",33
216,216,17716,Drama,Drama,['Drama'],['Matias Lira'],[],"['Eusebio Arenas', 'Diego Ruiz', 'Isidora Urrejola', 'Jaime McManus', 'Eduardo Paxeco']",9
253,253,20543,Fuga de Alcatraz,Escape from Alcatraz,"['Crimen', 'Drama']",['Don Siegel'],"['prison', 'based on novel or book', 'island', 'mouse', 'alcatraz', 'biography', 'prison warden', 'escapee convict', 'pubic hair', 'escape from prison', 'dummy', 'inmate', 'nude fight', '1960s']","['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom', 'Jack Thibeau', 'Fred Ward']",19
254,254,20691,Esperando al Mesías,Esperando al Mesías,"['Drama', 'Romance']",['Daniel Burman'],[],"['Daniel Hendler', 'Enrique Piñeyro', 'Héctor Alterio', 'Melina Petriella', 'Stefania Sandrelli']",20
259,259,21166,Exodus: Dioses y reyes,Exodus: Gods and Kings,"['Aventura', 'Drama', 'Acción']",['Ridley Scott'],"['moses', 'bible', 'racism', 'slave', 'ancient egypt', '3d', 'ramses']","['Christian Bale', 'Joel Edgerton', 'John Turturro', 'Aaron Paul', 'Ben Mendelsohn']",31
262,262,21283,"Tan fuerte, tan cerca",Extremely Loud & Incredibly Close,['Drama'],['Stephen Daldry'],"['based on novel or book', 'autism', 'key', 'scavenger hunt', 'death of father', 'young boy', 'new york city', 'tambourine', 'lock', 'grieving', 'post 9/11']","['Thomas Horn', 'Tom Hanks', 'Sandra Bullock', 'Max von Sydow', 'John Goodman']",9
264,264,21623,Fast & Furious: Aún más rápido,Fast & Furious,"['Acción', 'Crimen', 'Drama', 'Suspense']",['Justin Lin'],"['sibling relationship', 'gambling', 'ex-lover', 'fast', 'cops', 'street race', 'car crash', 'fast cars', 'car', 'automobile racing']","['Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster', 'John Ortiz']",41
265,265,21626,Fast & Furious 5,Fast Five,"['Acción', 'Suspense', 'Crimen']",['Justin Lin'],"['brazil', 'fbi', 'freedom', 'escape from prison', 'car crash', 'heist', 'organized crime', 'on the run', 'money', 'fugitive', 'police chase', 'escaped convict', 'car', 'imax', 'automobile racing', 'duringcreditsstinger']","['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris']",32
269,269,22022,Picasso de Persia,Fifi az khoshhali zooze mikeshad,['Documental'],['Mitra Farahani'],['woman director'],[],14
270,270,22152,Buscando a Nemo,Finding Nemo,"['Animación', 'Familia']",['Andrew Stanton'],"['parent child relationship', 'harbor', 'anthropomorphism', 'underwater', 'fish tank', 'great barrier reef', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short term memory loss', 'clownfish', 'father son reunion', 'protective father']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett']",24
271,271,22334,Flashdance,Flashdance,"['Drama', 'Romance']",['Adrian Lyne'],"['dancing', 'dance', 'locksmith', 'welder']","['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Kyle T. Heffner', 'Sunny Johnson']",20
295,295,23964,Los fantasmas de mis ex-novias,Ghosts of Girlfriends Past,"['Fantasía', 'Comedia', 'Romance']",['Mark Waters'],"['womanizer', 'love', 'wedding', 'aftercreditsstinger', 'duringcreditsstinger', 'past relationship']","['Matthew McConaughey', 'Jennifer Garner', 'Michael Douglas', 'Breckin Meyer', 'Lacey Chabert']",34
296,296,24200,¡Goool 2! Viviendo el sueño,Goal! II: Living the Dream,['Drama'],['Jaume Collet-Serra'],"['real madrid', 'soccer']","['Kuno Becker', 'Stephen Dillane', 'Anna Friel', 'Leonor Varela', 'Elizabeth Peña']",9
297,297,24292,Golden Winter,Golden Winter,['Familia'],['Sam Mendoti'],[],"['Haylie Duff', 'Darrel Guilbeau', 'Steve Sirkis', 'G.K. Bowes', 'Kim Little']",11
298,298,24330,60 segundos,Gone in Sixty Seconds,"['Acción', 'Crimen', 'Suspense']",['Dominic Sena'],"['sibling relationship', 'detective', 'car race', 'car thief', 'blackmail', 'brother', 'remake', 'heist', 'betrayal', 'organized crime', 'shootout', 'police chase', 'explosion', 'violence', 'lock pick', 'car chase', 'stakeout', 'illegal drugs', 'stolen cars', 'ford mustang', 'blacklight']","['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'Delroy Lindo', 'Will Patton']",32
299,299,24385,Adios Bafana,Goodbye Bafana,"['Historia', 'Drama']",['Bille August'],"['jail guard', 'prison cell', 'south africa', 'apartheid', 'nelson mandela', 'escape', 'xenophobia']","['Joseph Fiennes', 'Dennis Haysbert', 'Diane Kruger', 'Shiloh Henderson', 'Patrick Lyster']",21
302,302,24675,"Grandview, U.S.A.","Grandview, U.S.A.",['Drama'],['Randal Kleiser'],"['bondage', 'parent child relationship', 'small town', 'revenge', 'growing up', 'independent film', 'coming of age', 'demolition derby']","['Jamie Lee Curtis', 'C. Thomas Howell', 'Patrick Swayze', 'Jennifer Jason Leigh', 'William Windom']",9
303,303,24696,Vaselina,Grease,['Romance'],['Randal Kleiser'],"['flying car', 'street gang', 'running', 'graduation', 'musical', 'rivalry', 'based on play or musical', 'gossip', 'makeover', 'automobile racing', 'nostalgic', 'greaser', 'wolf whistle', 'school dance', 'animated credits', 'pep rally', 'wrong side of the tracks', 'mooning', 'school principal']","['John Travolta', 'Olivia Newton-John', 'Stockard Channing', 'Jeff Conaway', 'Didi Conn']",11
304,304,24791,La fuerza de vivir,Griffin & Phoenix,"['Comedia', 'Drama', 'Romance']",['Ed Stone'],"['romance', 'cancer', 'doctor', 'teers']","['Amanda Peet', 'Dermot Mulroney', 'Sarah Paulson', 'Blair Brown', 'Alison Elliott']",31
338,338,27556,Indiana Jones y el reino de la calavera de cristal,Indiana Jones and the Kingdom of the Crystal Skull,"['Aventura', 'Acción']",['Steven Spielberg'],"['saving the world', 'riddle', 'whip', 'treasure', 'mexico city', 'leather jacket', 'machinegun', 'alien phenomenons', 'maya civilization', 'peru', 'treasure hunt', 'nuclear explosion', 'refrigerator', 'archaeologist', 'indiana jones', 'archeology\xa0']","['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf', 'Ray Winstone', 'Karen Allen']",22
339,339,27557,Indiana Jones y la última cruzada,Indiana Jones and the Last Crusade,"['Aventura', 'Acción']",['Steven Spielberg'],"['germany', 'saving the world', 'venice', 'holy grail', 'library', 'riddle', 'parent child relationship', 'whip', 'treasure', 'nazi', 'entrapment', 'crusader', 'father', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'desert', 'archaeologist', 'indiana jones', 'archeology\xa0', '1930s']","['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies']",22
340,340,27714,Insidious,Insidious,"['Terror', 'Suspense']",['James Wan'],"['medium', 'evil spirit', 'house warming', 'aftercreditsstinger']","['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Lin Shaye', 'Barbara Hershey']",22
341,341,27731,Inspector Gadget,Inspector Gadget,"['Acción', 'Aventura', 'Comedia', 'Familia']",['David Kellogg'],['gadget'],"['Matthew Broderick', 'Rupert Everett', 'Joely Fisher', 'Michelle Trachtenberg', 'Andy Dick']",44
342,342,27787,Intern Academy,Intern Academy,['Comedia'],['Dave Thomas'],"['hospital', 'doctor', 'canuxploitation', 'medical drama']","['Christine Chatelain', 'Ingrid Kavelaars', 'Pat Kelly', 'Jane McLean', 'Viv Leacock']",11
343,343,27841,Hacia rutas salvajes,Into the Wild,"['Aventura', 'Drama']",['Sean Penn'],"['parent child relationship', 'camping', 'self-discovery', 'wilderness', 'biography', 'based on a true story', 'alaska', 'journey']","['Emile Hirsch', 'Marcia Gay Harden', 'William Hurt', 'Jena Malone', 'Brian H. Dierker']",21
344,344,27894,Invictus,Invictus,"['Drama', 'Historia']",['Clint Eastwood'],"['stadium', 'south africa', 'apartheid', 'nelson mandela', 'sport', 'nation', 'rugby', 'president', 'racism', 'poverty', 'celebration', 'duringcreditsstinger', '1990s']","['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge', 'Patrick Mofokeng', 'Matt Stern']",21
345,345,27896,Invencible,Invincible,['Drama'],['Ericson Core'],"['american football', 'sports team', 'bad luck', 'advancement', 'sport']","['Mark Wahlberg', 'Greg Kinnear', 'Elizabeth Banks', 'Kevin Conway', 'Michael Rispoli']",9
379,379,29836,King Kong,King Kong,"['Aventura', 'Drama', 'Acción']",['Peter Jackson'],"['screenplay', 'show business', 'movie business', 'exotic island', 'monster', 'indigenous', 'ship', 'dinosaur']","['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Thomas Kretschmann', 'Colin Hanks']",31
380,380,30131,Kung Fu Panda,Kung Fu Panda,"['Aventura', 'Animación', 'Familia', 'Comedia']","['Mark Osborne', 'John Stevenson']","['china', 'martial arts', 'kung fu', 'mentor', 'snake', 'restaurant', 'shop', 'strong woman', 'bravery', 'tiger', 'turtle', 'panda', 'sensei', 'anthropomorphism', 'fighting', 'ancient china', 'monkey', 'master', 'destiny', 'evil', 'aftercreditsstinger', 'monkey warrior', 'noodle']","['Jack Black', 'Dustin Hoffman', 'Angelina Jolie', 'Jackie Chan', 'Lucy Liu']",47
381,381,30132,Kung Fu Panda 2,Kung Fu Panda 2,"['Animación', 'Familia']",['Jennifer Yuh Nelson'],"['martial arts', 'hope', 'fleet', 'panda', 'mission', 'woman director']","['Jack Black', 'Angelina Jolie', 'Dustin Hoffman', 'Gary Oldman', 'Jackie Chan']",24
383,383,30243,La espuma de los días,L'écume des jours,"['Drama', 'Fantasía']",['Michel Gondry'],[],"['Romain Duris', 'Audrey Tautou', 'Gad Elmaleh', 'Omar Sy', 'Aïssa Maïga']",21
384,384,30248,El empleo del tiempo,L'emploi du temps,['Drama'],['Laurent Cantet'],"['fraud', 'swindler']","['Aurélien Recoing', 'Karin Viard', 'Serge Livrozet', 'Jean-Pierre Mangeot', 'Monique Mangeot']",9
385,385,30378,La bella y la bestia,La Belle et la Bête,"['Fantasía', 'Romance']",['Christophe Gans'],"['based on novel or book', 'magic', 'castle', 'fairy tale', 'transformation', 'forest', 'love', 'surrealism', 'curse', 'man beast', 'beast', 'giant man', 'healing power', 'based on fairy tale', 'picturesque']","['Vincent Cassel', 'Léa Seydoux', 'André Dussollier', 'Eduardo Noriega', 'Myriam Charleins']",23
386,386,30501,La ciénaga,La Ciénaga,"['Comedia', 'Drama']",['Lucrecia Martel'],"['suspense', 'children', 'argentina', 'racism', 'drink', 'drunk', 'woman director', 'bad parenting']","['Mercedes Morán', 'Graciela Borges', 'Martín Adjemián', 'Leonora Balcarce', 'Silvia Baylé']",20
387,387,30607,La educación de las hadas,La educación de las hadas,['Drama'],['José Luis Cuerda'],[],"['Ricardo Darín', 'Irène Jacob', 'Víctor Valdivia', 'Bebe Rebolledo']",9
424,424,34826,Malcolm X,Malcolm X,"['Drama', 'Historia']",['Spike Lee'],"['islam', 'new york', 'prison', 'assassination', 'ku klux klan', 'muslim', 'police brutality', 'beach', 'koran', 'jail guard', 'prison cell', 'bible', 'biography', 'martin luther king', 'nation of islam', 'civil rights movement ', 'mekka', 'pilgrimage', 'cabriolet', 'police', 'historical figure', 'based on memoir or autobiography', 'malcolm x']","['Denzel Washington', 'Angela Bassett', 'Albert Hall', 'Al Freeman, Jr.', 'Delroy Lindo']",21
425,425,34873,Mamá,Mama,['Terror'],['Andy Muschietti'],['supernatural'],"['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse', 'Daniel Kash']",10
427,427,35039,Diario de un ejecutivo agresivo,Man About Town,"['Comedia', 'Drama', 'Romance']",['Mike Binder'],"['talent-scout', 'independent film']","['Ben Affleck', 'Rebecca Romijn', 'John Cleese', 'Mike Binder', 'Gina Gershon']",31
428,428,35113,Manhattan,Manhattan,"['Comedia', 'Drama', 'Romance']",['Woody Allen'],"['new york', 'adultery', 'based on novel or book', 'lolita', 'love', 'romance', 'independent film', 'mistress', 'writer', 'relationship', 'city', 'divorce', 'manhattan, new york city', 'married']","['Woody Allen', 'Diane Keaton', 'Michael Murphy', 'Mariel Hemingway', 'Meryl Streep']",31
429,429,35318,Margin Call,Margin Call,"['Suspense', 'Drama']",['J.C. Chandor'],"['capitalism', 'brokerage', 'wall street', 'downsizing', 'financial crisis', 'stock market', 'stock market crash', '21st century', 'investment']","['Kevin Spacey', 'Paul Bettany', 'Jeremy Irons', 'Zachary Quinto', 'Ashley Williams']",21
